open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1747872000000,2550.98697674,2586.93186047,2545.36302326,2585.81674419,0,1747875599999,0,3600,0,0,0
1747875600000,2585.53465116,2602.14511628,2563.83581395,2574.86465116,0,1747879199999,0,3600,0,0,0
1747879200000,2574.85093023,2602.44139535,2574.65837209,2594.33418605,0,1747882799999,0,3600,0,0,0
1747882800000,2594.32720930,2646.80674419,2586.33162791,2629.48162791,0,1747886399999,0,3600,0,0,0
1747886400000,2629.43860465,2637.64674419,2614.77000000,2628.30418605,0,1747889999999,0,3600,0,0,0
1747890000000,2628.49790698,2646.95511628,2607.64279070,2608.54744186,0,1747893599999,0,3600,0,0,0
1747893600000,2608.84348837,2622.58186047,2603.53139535,2609.17883721,0,1747897199999,0,3600,0,0,0
1747897200000,2609.17534884,2637.03000000,2605.13651163,2634.18720930,0,1747900799999,0,3600,0,0,0
1747900800000,2634.41651163,2679.99790698,2627.76023256,2663.82302326,0,1747904399999,0,3600,0,0,0
1747904400000,2663.64139535,2692.20372093,2660.56395349,2664.69162791,0,1747907999999,0,3600,0,0,0
1747908000000,2664.79511628,2678.15372093,2652.42627907,2656.78744186,0,1747911599999,0,3600,0,0,0
1747911600000,2656.66302326,2663.59930233,2636.47395349,2651.66418605,0,1747915199999,0,3600,0,0,0
1747915200000,2651.35883721,2662.28837209,2640.01418605,2657.62046512,0,1747918799999,0,3600,0,0,0
1747918800000,2657.59930233,2659.73069767,2625.31790698,2644.08534884,0,1747922399999,0,3600,0,0,0
1747922400000,2644.04348837,2675.64953488,2644.04348837,2666.10162791,0,1747925999999,0,3600,0,0,0
1747926000000,2666.20534884,2679.59860465,2659.67279070,2664.05976744,0,1747929599999,0,3600,0,0,0
1747929600000,2664.07325581,2675.80255814,2636.50581395,2645.46953488,0,1747933199999,0,3600,0,0,0
1747933200000,2645.94534884,2673.88511628,2643.14325581,2659.29325581,0,1747936799999,0,3600,0,0,0
1747936800000,2659.29255814,2669.89162791,2648.48325581,2659.09372093,0,1747940399999,0,3600,0,0,0
1747940400000,2659.09372093,2661.35953488,2627.37883721,2632.88209302,0,1747943999999,0,3600,0,0,0
1747944000000,2633.66232558,2647.97255814,2630.47720930,2640.94511628,0,1747947599999,0,3600,0,0,0
1747947600000,2640.94511628,2642.71395349,2628.46465116,2635.84674419,0,1747951199999,0,3600,0,0,0
1747951200000,2635.85302326,2651.99302326,2633.65418605,2635.63418605,0,1747954799999,0,3600,0,0,0
1747954800000,2635.63488372,2665.65139535,2635.63488372,2664.71302326,0,1747958399999,0,3600,0,0,0
