create_time,symbol,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2022-11-05 00:00:00,XRPUSDT,322735923.00000000,163433471.40720000,"","",1.448897643760891,1.7105069276
2022-11-05 00:05:00,XRPUSDT,322376970.40000000,162294318.80271460,"","",1.4716062736614386,1.0232278815
2022-11-05 00:10:00,XRPUSDT,320968241.10000000,160919677.66285512,"","",1.476275530014755,1.2069000835
2022-11-05 00:15:00,XRPUSDT,320275680.80000000,159793505.61005830,"","",1.479906359734686,0.7894602132
2022-11-05 00:20:00,XRPUSDT,318237927.30000000,159055443.35971093,"","",1.5101815311760063,0.8585698723
2022-11-05 00:25:00,XRPUSDT,317715502.20000000,158698893.34890000,"","",1.5184070936584593,0.8862990499
2022-11-05 00:30:00,XRPUSDT,317574510.10000000,158374408.18687000,"","",1.5272222222222223,0.9751142692
2022-11-05 00:35:00,XRPUSDT,317452482.90000000,158377043.71881000,"","",1.531816735602927,0.9577691850
2022-11-05 00:40:00,XRPUSDT,316530372.40000000,158981022.80248633,"","",1.5444711538461537,1.1737120495
2022-11-05 00:45:00,XRPUSDT,317807627.30000000,159476229.67983510,"","",1.5428045166973652,1.1649829701
2022-11-05 00:50:00,XRPUSDT,316632639.60000000,158277627.29144087,"","",1.5466495671689644,0.9752677771
2022-11-05 00:55:00,XRPUSDT,316599975.10000000,158584927.52759000,"","",1.5484646837168283,1.1984272067
2022-11-05 01:00:00,XRPUSDT,317003700.30000000,159175533.73372954,"","",1.5503285782978042,1.6297510340
2022-11-05 01:05:00,XRPUSDT,317768248.00000000,160186973.81680000,"","",1.5482991014120668,1.0765165457
2022-11-05 01:10:00,XRPUSDT,317984042.50000000,160041368.59025000,"","",1.5477752880921896,0.7072392599
2022-11-05 01:15:00,XRPUSDT,317617900.70000000,159399865.74953634,"","",1.5468512442986317,0.8221586246
2022-11-05 01:20:00,XRPUSDT,317134984.20000000,158599205.59842000,"","",1.5430468875020003,0.4959274643
2022-11-05 01:25:00,XRPUSDT,317599255.40000000,158926667.40216000,"","",1.5240510341548459,1.3488911736
2022-11-05 01:30:00,XRPUSDT,318002003.10000000,159446051.71337852,"","",1.5244240361016546,1.0781656635
2022-11-05 01:35:00,XRPUSDT,317288570.60000000,158882477.00283512,"","",1.5208843268851164,0.5036980280
2022-11-05 01:40:00,XRPUSDT,317117692.60000000,158622269.83852000,"","",1.5201988322550102,0.6078789466
2022-11-05 01:45:00,XRPUSDT,316760941.30000000,158317118.46174000,"","",1.5145486001887385,0.8522140026
2022-11-05 01:50:00,XRPUSDT,317143887.50000000,158635372.52750000,"","",1.5122066096239892,1.2746232228
2022-11-05 01:55:00,XRPUSDT,317340664.20000000,158702066.16642000,"","",1.5116681071737252,0.7609624820
2022-11-05 02:00:00,XRPUSDT,318071803.80000000,159391464.82731390,"","",1.5111931505773308,1.8284687386
2022-11-05 02:05:00,XRPUSDT,318389938.70000000,159323697.58611580,"","",1.5138616194141208,0.9309673811
2022-11-05 02:10:00,XRPUSDT,316929562.40000000,158369702.33128000,"","",1.525179289148081,0.5165796069
2022-11-05 02:15:00,XRPUSDT,316849071.80000000,158227943.72491097,"","",1.5218725413060583,0.8823068603
2022-11-05 02:20:00,XRPUSDT,315968072.40000000,157668068.12760000,"","",1.5198269079464988,0.9090541292
2022-11-05 02:25:00,XRPUSDT,315314224.30000000,157344465.48403758,"","",1.514323836433561,1.5031883149
2022-11-05 02:30:00,XRPUSDT,315035613.90000000,157397882.34285668,"","",1.5118338557993731,2.0189016418
2022-11-05 02:35:00,XRPUSDT,314867388.20000000,157150313.45062000,"","",1.5152204613211988,0.7799562384
2022-11-05 02:40:00,XRPUSDT,314824402.90000000,156977321.90929812,"","",1.5127401019208153,1.1133148964
2022-11-05 02:45:00,XRPUSDT,314525953.60000000,157011356.03712000,"","",1.505978898007034,2.1211361946
2022-11-05 02:50:00,XRPUSDT,314715520.80000000,157105987.98336000,"","",1.5070323488045008,0.9888732344
2022-11-05 02:55:00,XRPUSDT,314874018.80000000,157037563.36849052,"","",1.5099695050433968,0.9463733037
2022-11-05 03:00:00,XRPUSDT,315070006.90000000,156964279.33810120,"","",1.5085620455078583,0.5735310109
2022-11-05 03:05:00,XRPUSDT,315633765.90000000,157122488.66502000,"","",1.5066802093913587,1.2976976154
2022-11-05 03:10:00,XRPUSDT,315843793.40000000,157353377.87188000,"","",1.5105600750938672,1.3726697916
2022-11-05 03:15:00,XRPUSDT,315663101.80000000,156947694.21496000,"","",1.5134816445248016,0.5604433867
2022-11-05 03:20:00,XRPUSDT,315450055.90000000,156873312.79907000,"","",1.5205673758865248,0.7056275670
2022-11-05 03:25:00,XRPUSDT,315712574.20000000,157048909.01974687,"","",1.535182412733433,1.1983486836
2022-11-05 03:30:00,XRPUSDT,314916220.00000000,156072478.63200000,"","",1.526054002842255,0.6296015318
2022-11-05 03:35:00,XRPUSDT,313430691.20000000,155273564.42048000,"","",1.5233533882203927,1.0163958821
2022-11-05 03:40:00,XRPUSDT,313496773.90000000,155400350.82223000,"","",1.5212169103121296,0.8591389844
2022-11-05 03:45:00,XRPUSDT,313657440.10000000,155768187.78668270,"","",1.522563818857188,2.1787778195
2022-11-05 03:50:00,XRPUSDT,313389033.30000000,155785688.45343000,"","",1.5324129175593113,1.0739526971
2022-11-05 03:55:00,XRPUSDT,313121179.00000000,155560276.92550766,"","",1.5347619047619048,0.9286507057
2022-11-05 04:00:00,XRPUSDT,314379464.10000000,156749600.80026000,"","",1.534047619047619,1.5773779412
2022-11-05 04:05:00,XRPUSDT,314026330.30000000,156509287.92119053,"","",1.537166454891995,1.1174199177
2022-11-05 04:10:00,XRPUSDT,316409531.00000000,158489534.07790000,"","",1.5155161494616847,1.6954657184
2022-11-05 04:15:00,XRPUSDT,316428633.70000000,158371347.72375995,"","",1.5264077515685808,0.6702065642
2022-11-05 04:20:00,XRPUSDT,316847679.30000000,158962480.70481000,"","",1.524488825487399,1.4380436402
2022-11-05 04:25:00,XRPUSDT,317267224.60000000,159186085.58155720,"","",1.5165667402966236,1.1245557119
2022-11-05 04:30:00,XRPUSDT,317196981.00000000,159010846.57530000,"","",1.5133370052718547,0.8137430235
2022-11-05 04:35:00,XRPUSDT,315742251.50000000,157776403.07455000,"","",1.5138364779874214,0.6951253886
2022-11-05 04:40:00,XRPUSDT,315876361.00000000,157773987.96755220,"","",1.5084759064511066,1.0017242389
2022-11-05 04:45:00,XRPUSDT,315640059.30000000,157579237.31796180,"","",1.509066645733574,0.6944921802
2022-11-05 04:50:00,XRPUSDT,314825136.80000000,156823222.04041314,"","",1.5178261555450387,0.5585379327
2022-11-05 04:55:00,XRPUSDT,313723013.90000000,155600007.88772726,"","",1.5296128468081724,0.7209488795
2022-11-05 05:00:00,XRPUSDT,313327913.30000000,155578187.69859980,"","",1.5297960484384958,1.2111008362
2022-11-05 05:05:00,XRPUSDT,313070263.70000000,155626802.30971137,"","",1.5390512697652132,0.8444500672
2022-11-05 05:10:00,XRPUSDT,313384800.00000000,155407522.32000000,"","",1.5383632734530939,0.9969525240
2022-11-05 05:15:00,XRPUSDT,313684437.30000000,155620286.01925284,"","",1.5398244213886672,1.6914948126
2022-11-05 05:20:00,XRPUSDT,313734475.80000000,155800540.68228000,"","",1.5406397064688522,1.4807300453
2022-11-05 05:25:00,XRPUSDT,314091624.20000000,156360583.53081280,"","",1.5485211830535572,1.3969594656
2022-11-05 05:30:00,XRPUSDT,314416633.70000000,156831016.88956000,"","",1.5524716045432732,1.6932847536
2022-11-05 05:35:00,XRPUSDT,314410782.00000000,156985303.45260000,"","",1.555502200880352,0.9763065519
2022-11-05 05:40:00,XRPUSDT,313998304.00000000,156509242.42615008,"","",1.5518068436200831,0.5070935143
2022-11-05 05:45:00,XRPUSDT,314823599.40000000,157168444.20589980,"","",1.5509211260866098,1.4684651668
2022-11-05 05:50:00,XRPUSDT,315029923.30000000,157327736.21628360,"","",1.5498407643312102,1.1621739049
2022-11-05 05:55:00,XRPUSDT,315197529.90000000,156968369.89020000,"","",1.5454690237298934,0.6372765683
2022-11-05 06:00:00,XRPUSDT,315023558.40000000,157102248.57408000,"","",1.5334072197593414,1.3058817922
2022-11-05 06:05:00,XRPUSDT,315235516.60000000,157473604.25061400,"","",1.5307509881422925,1.2608183677
2022-11-05 06:10:00,XRPUSDT,316816744.60000000,158661825.69568000,"","",1.5264195583596214,1.0818861941
2022-11-05 06:15:00,XRPUSDT,317862890.00000000,159376453.04600000,"","",1.5215138190954773,1.3945071088
2022-11-05 06:20:00,XRPUSDT,318303332.60000000,159163185.69760680,"","",1.5134141572154869,0.4896117237
2022-11-05 06:25:00,XRPUSDT,319032129.90000000,159843350.44110050,"","",1.5141317926296065,1.2644238569
2022-11-05 06:30:00,XRPUSDT,319011709.90000000,159459467.45726344,"","",1.5135008584360856,0.8622755413
2022-11-05 06:35:00,XRPUSDT,319339793.90000000,159637962.97061000,"","",1.513797942001871,1.1460581261
2022-11-05 06:40:00,XRPUSDT,319296952.40000000,159297249.55236000,"","",1.508456082924168,0.4897391844
2022-11-05 06:45:00,XRPUSDT,319681579.40000000,159539477.02415234,"","",1.5059903531974483,1.5019429199
2022-11-05 06:50:00,XRPUSDT,319798248.40000000,159419426.82740000,"","",1.5048196517412935,0.9266854982
2022-11-05 06:55:00,XRPUSDT,319740535.70000000,159774345.68929000,"","",1.5050450170754424,1.6674441518
2022-11-05 07:00:00,XRPUSDT,320080683.90000000,159816285.47127000,"","",1.5023223409196471,1.1126291128
2022-11-05 07:05:00,XRPUSDT,320026828.60000000,159653611.33687330,"","",1.5081039162466072,1.0056849456
2022-11-05 07:10:00,XRPUSDT,319994462.60000000,159485969.74721473,"","",1.5062732342007434,0.6027621598
2022-11-05 07:15:00,XRPUSDT,319973843.50000000,159410968.83170000,"","",1.5008506031549644,1.1873888543
2022-11-05 07:20:00,XRPUSDT,320047653.50000000,159578816.49019092,"","",1.50344027831465,1.1032290200
2022-11-05 07:25:00,XRPUSDT,319925492.10000000,159194924.86896000,"","",1.5069745815251085,1.0530761093
2022-11-05 07:30:00,XRPUSDT,319396236.20000000,158773057.16901866,"","",1.5074117190531626,0.8122459735
2022-11-05 07:35:00,XRPUSDT,318578758.10000000,158321230.94728443,"","",1.5175151798225128,0.5630999089
2022-11-05 07:40:00,XRPUSDT,318579216.60000000,158397586.49352000,"","",1.5153588926044015,1.1978371325
2022-11-05 07:45:00,XRPUSDT,318466818.50000000,158469088.88560000,"","",1.5233826968043647,1.3259862376
2022-11-05 07:50:00,XRPUSDT,318612425.60000000,158765887.54579774,"","",1.5166795965865012,1.6820318375
2022-11-05 07:55:00,XRPUSDT,318924970.30000000,158920312.70049000,"","",1.5143166692462466,0.5107621939
2022-11-05 08:00:00,XRPUSDT,318702934.40000000,158765802.75259984,"","",1.5127809097227585,0.5414709564
2022-11-05 08:05:00,XRPUSDT,317539719.40000000,157798864.51823834,"","",1.515193690559035,0.5821689788
2022-11-05 08:10:00,XRPUSDT,317951767.80000000,157731910.32655323,"","",1.508536114329857,1.0713589769
2022-11-05 08:15:00,XRPUSDT,315526411.30000000,156122468.31124000,"","",1.5087950406819062,0.6375824639
2022-11-05 08:20:00,XRPUSDT,313584412.00000000,155098850.17520000,"","",1.4969296541002721,0.6873314648
2022-11-05 08:25:00,XRPUSDT,313625500.00000000,155374397.59564500,"","",1.502802428771602,1.2266243021
2022-11-05 08:30:00,XRPUSDT,313832466.20000000,155441220.50886000,"","",1.5010091600683124,0.5977375469
2022-11-05 08:35:00,XRPUSDT,313201374.80000000,155580308.64103907,"","",1.503072734344613,1.2247212765
2022-11-05 08:40:00,XRPUSDT,312649378.00000000,154675591.71729500,"","",1.504316043238199,0.4238930879
2022-11-05 08:45:00,XRPUSDT,312569353.00000000,154440517.31730000,"","",1.5001553036185744,0.8114228654
2022-11-05 08:50:00,XRPUSDT,312297276.80000000,154649611.47136000,"","",1.508589195491644,1.1341324304
2022-11-05 08:55:00,XRPUSDT,312767310.70000000,155195139.56934000,"","",1.5039522628642281,1.2267783313
2022-11-05 09:00:00,XRPUSDT,312806113.90000000,155214393.71718000,"","",1.5025922773349842,0.7267385444
2022-11-05 09:05:00,XRPUSDT,312363506.80000000,154957419.64601687,"","",1.4896863737443446,0.6461012338
2022-11-05 09:10:00,XRPUSDT,312326315.30000000,154856930.91783658,"","",1.485203028217481,0.7545844501
2022-11-05 09:15:00,XRPUSDT,312217618.40000000,154958596.37163820,"","",1.485471784676556,1.2821690415
2022-11-05 09:20:00,XRPUSDT,312870563.40000000,155498738.08422408,"","",1.4848369108547856,1.4725543354
2022-11-05 09:25:00,XRPUSDT,312542098.60000000,154898033.10832430,"","",1.4808205597498665,0.7419720420
2022-11-05 09:30:00,XRPUSDT,312097232.00000000,154363290.94720000,"","",1.4891020721412125,0.5396254098
2022-11-05 09:35:00,XRPUSDT,311898479.30000000,154141809.79535004,"","",1.4926267281105992,1.1625829662
2022-11-05 09:40:00,XRPUSDT,311434108.40000000,153412441.79784000,"","",1.4889877983270663,0.6099794647
2022-11-05 09:45:00,XRPUSDT,311175195.20000000,153409371.23360000,"","",1.4857693790975703,0.9527641131
2022-11-05 09:50:00,XRPUSDT,311688231.00000000,153755804.35230000,"","",1.4870074793738917,1.2040941891
2022-11-05 09:55:00,XRPUSDT,311481331.70000000,153840629.72663000,"","",1.489161459538687,1.2751466903
2022-11-05 10:00:00,XRPUSDT,311259153.20000000,153606392.10420000,"","",1.494208494208494,0.7434351822
2022-11-05 10:05:00,XRPUSDT,311417089.80000000,153622050.39834000,"","",1.492494804095143,0.7678312176
2022-11-05 10:10:00,XRPUSDT,311551813.50000000,153921188.95594433,"","",1.494921514312096,1.3625142136
2022-11-05 10:15:00,XRPUSDT,311379050.50000000,153858498.10902080,"","",1.501232475735634,1.1681371791
2022-11-05 10:20:00,XRPUSDT,311435683.20000000,153834913.91680014,"","",1.509433962264151,1.3128702260
2022-11-05 10:25:00,XRPUSDT,311715681.80000000,154237901.25903767,"","",1.5125822686798296,1.8780473073
2022-11-05 10:30:00,XRPUSDT,311651291.50000000,154180245.35837078,"","",1.513235294117647,0.6851273327
2022-11-05 10:35:00,XRPUSDT,312318260.10000000,155003552.48763000,"","",1.510128343899799,1.6462174498
2022-11-05 10:40:00,XRPUSDT,312184854.70000000,154727711.25767896,"","",1.5145202509099358,0.6332910992
2022-11-05 10:45:00,XRPUSDT,312318504.20000000,154763513.19747037,"","",1.51461716937355,0.8038724327
2022-11-05 10:50:00,XRPUSDT,312064492.70000000,154440717.43723000,"","",1.5100370599135269,0.7443658664
2022-11-05 10:55:00,XRPUSDT,312046018.10000000,154408208.35185468,"","",1.5082093578971711,1.0417346403
2022-11-05 11:00:00,XRPUSDT,312160046.00000000,154768950.80680000,"","",1.5059990770650669,1.2987587718
2022-11-05 11:05:00,XRPUSDT,314190751.00000000,156042069.85871756,"","",1.5056691091399923,1.7656807218
2022-11-05 11:10:00,XRPUSDT,314328949.10000000,156260854.26028530,"","",1.5146330133168164,1.0956476205
2022-11-05 11:15:00,XRPUSDT,314027880.10000000,156019442.01623252,"","",1.526762097401587,0.6546660457
2022-11-05 11:20:00,XRPUSDT,313809074.10000000,155841775.54919922,"","",1.5241941747572816,1.1217258896
2022-11-05 11:25:00,XRPUSDT,314011853.00000000,156085293.98890048,"","",1.5333333333333334,1.4185311720
2022-11-05 11:30:00,XRPUSDT,313464400.80000000,155835833.27269235,"","",1.5410526315789475,1.2735794635
2022-11-05 11:35:00,XRPUSDT,312213146.90000000,154826499.54771000,"","",1.543911785407054,0.4434878467
2022-11-05 11:40:00,XRPUSDT,312402543.80000000,154892770.72126827,"","",1.542109375,0.6562489427
2022-11-05 11:45:00,XRPUSDT,312505700.90000000,155190331.06694000,"","",1.5430960381339376,1.0337280795
2022-11-05 11:50:00,XRPUSDT,312849818.40000000,155298649.85376000,"","",1.547245017584994,0.9027378803
2022-11-05 11:55:00,XRPUSDT,311934937.40000000,154750922.44414000,"","",1.550645287446226,0.5584826632
2022-11-05 12:00:00,XRPUSDT,312157278.70000000,155173383.24177000,"","",1.5450288746683316,1.6024623664
2022-11-05 12:05:00,XRPUSDT,312127258.90000000,154762664.30726928,"","",1.5476116141117702,0.7669132556
2022-11-05 12:10:00,XRPUSDT,312182928.00000000,154686640.82400000,"","",1.548200764967606,0.8839745606
