1655683200000,20576.67559733,20643.99720651,20060.75136979,20066.48452901,0,1655686799999,0,3600,0,0,0
1655686800000,20065.96112732,20153.63666884,19642.19393105,19794.23591134,0,1655690399999,0,3599,0,0,0
1655690400000,19790.96456443,20095.04363559,19695.02263743,19939.52115595,0,1655693999999,0,3600,0,0,0
1655694000000,19939.18040547,20181.70368808,19863.04562464,19984.29208246,0,1655697599999,0,3600,0,0,0
1655697600000,19983.42197937,20165.98882963,19828.64062675,19874.20796211,0,1655701199999,0,3600,0,0,0
1655701200000,19869.92900460,20104.85410472,19784.86403711,20100.17217336,0,1655704799999,0,3600,0,0,0
1655704800000,20099.55535321,20239.76728885,19933.73607798,20139.43578797,0,1655708399999,0,3600,0,0,0
1655708400000,20139.37358566,20152.68721334,19889.97020543,20070.62018053,0,1655711999999,0,3600,0,0,0
1655712000000,20071.37519462,20636.89254186,20027.78304138,20566.42783901,0,1655715599999,0,3600,0,0,0
1655715600000,20566.77200353,20991.38391071,20487.01512895,20643.70415785,0,1655719199999,0,3600,0,0,0
1655719200000,20644.88405436,20973.02171608,20472.61370686,20870.92960590,0,1655722799999,0,3600,0,0,0
1655722800000,20872.23682239,20948.62510625,20689.05345963,20801.35771678,0,1655726399999,0,3600,0,0,0
1655726400000,20801.87483019,20811.79451035,20370.78499582,20556.54798750,0,1655729999999,0,3600,0,0,0
1655730000000,20556.61396689,20685.45126493,20388.91156903,20525.29416594,0,1655733599999,0,3600,0,0,0
1655733600000,20525.21412069,20923.47481637,20513.16857455,20855.50726374,0,1655737199999,0,3599,0,0,0
1655737200000,20848.14914069,21048.23911290,20601.70321982,20822.64671819,0,1655740799999,0,3600,0,0,0
1655740800000,20823.18940188,20826.94003654,20215.01969633,20290.32637484,0,1655744399999,0,3600,0,0,0
1655744400000,20286.29729044,20436.12826598,19979.91546752,19981.12254321,0,1655747999999,0,3597,0,0,0
1655748000000,19978.45576863,20097.89519649,19848.56639849,20037.85397196,0,1655751599999,0,3600,0,0,0
1655751600000,20038.82100492,20181.70406427,19898.20703114,20080.65476829,0,1655755199999,0,3600,0,0,0
1655755200000,20083.65342297,20513.00568812,20014.49358860,20451.37230814,0,1655758799999,0,3600,0,0,0
1655758800000,20452.70098938,20633.20936771,20328.96199424,20418.81467165,0,1655762399999,0,3600,0,0,0
1655762400000,20418.71322835,20573.59844089,20269.83976202,20492.73784120,0,1655765999999,0,3600,0,0,0
1655766000000,20492.67126656,20772.17021291,20383.42185019,20576.70215452,0,1655769599999,0,3599,0,0,0
